stratum,adm_state,state,trucktype,tabtrucks,bodytype,adm_modelyear,vius_gvw,miles_annl,miles_life,mpg,opclass,opclass_mtr,opclass_own,opclass_psl,opclass_pvt,opclass_rnt,transmssn,trip_primary,trip0_50,trip051_100,trip101_200,trip201_500,trip500more,adm_make,business
253,25,MA,3,125.0143,19,1,8,6000,17850,12,2,100,0,0,0,0,1,3,0,100,0,0,0,8,9
253,25,MA,3,125.0143,21,15,8,10000,250000,10,3,0,100,0,0,0,1,2,100,0,0,0,0,8,11
253,25,MA,3,125.0143,11,4,7,10000,29904,8.1,1,0,0,0,100,0,1,2,98,1,0,0,0,4,9
253,25,MA,3,125.0143,27,15,6,7116,221019,7.7,2,100,0,0,0,0,2,2,100,0,0,0,0,6,1
253,25,MA,3,125.0143,25,2,8,53714,141727,6.1,1,0,0,0,100,0,2,2,50,50,0,0,0,8,8
253,25,MA,3,125.0143,11,8,3,13000,32000,12,1,0,0,0,100,0,2,3,0,85,0,0,0,4,6
253,25,MA,3,125.0143,19,3,8,18393,88899,11,1,0,0,0,100,0,2,2,98,2,0,0,0,8,5
253,25,MA,3,125.0143,15,5,7,8147,34763,5.6,1,0,0,0,100,0,1,2,90,10,0,0,0,6,10
253,25,MA,3,125.0143,23,3,7,28380,89856,-99,4,0,0,0,0,100,2,2,25,25,25,25,0,8,2
253,25,MA,3,125.0143,27,2,4,39000,87500,4,1,0,0,0,100,0,1,5,0,20,20,60,0,5,14
253,25,MA,3,125.0143,27,6,3,25083,134590,13.3,1,0,0,0,100,0,1,2,100,0,0,0,0,4,8
253,25,MA,3,125.0143,27,5,4,16000,71224,8,2,100,0,0,0,0,1,3,0,100,0,0,0,1,1
253,25,MA,3,125.0143,21,11,7,2000,242000,-99,3,0,100,0,0,0,1,2,100,0,0,0,0,14,11
253,25,MA,3,125.0143,11,4,4,11000,55295,12,1,0,0,20,80,0,1,2,80,10,0,0,0,6,6
253,25,MA,3,125.0143,11,15,3,950,140000,12,1,0,0,0,100,0,2,5,0,0,0,100,0,4,5
253,25,MA,3,125.0143,15,12,7,1000,254680,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,6,5
253,25,MA,3,125.0143,27,10,1,3487,59557,15,1,0,0,0,100,0,1,6,0,0,0,0,100,4,6
253,25,MA,3,125.0143,27,5,4,15134,77252,-99,2,100,0,0,0,0,1,2,90,10,0,0,0,5,1
253,25,MA,3,125.0143,23,2,7,18000,21000,8,1,0,0,0,100,0,1,2,100,0,0,0,0,8,13
253,25,MA,3,125.0143,27,8,6,7817,56276,-99,2,100,0,0,0,0,1,2,100,0,0,0,0,8,1
253,25,MA,3,125.0143,-99,10,10,24340,106369,6.4,2,100,0,0,0,0,2,2,100,0,0,0,0,4,1
253,25,MA,3,125.0143,23,17,2,5000,73438,8,1,0,0,0,100,0,1,2,100,0,0,0,0,4,6
253,25,MA,3,125.0143,25,8,7,26625,106465,10.5,1,0,0,0,100,0,2,3,25,50,25,0,0,4,8
253,25,MA,3,125.0143,11,17,8,4000,283000,10,1,0,0,0,100,0,2,2,100,0,0,0,0,24,6
253,25,MA,3,125.0143,24,14,4,33000,315000,14,3,0,100,0,0,0,1,2,100,0,0,0,0,1,9
253,25,MA,3,125.0143,12,2,5,29156,58112,12,1,0,0,0,100,0,1,2,45,40,15,0,0,1,6
253,25,MA,3,125.0143,15,2,9,6300,9500,8,1,0,0,0,100,0,1,2,100,0,0,0,0,8,5
253,25,MA,3,125.0143,23,11,7,3653,18269,5,3,0,100,0,0,0,1,7,-99,-99,-99,-99,-99,6,1
253,25,MA,3,125.0143,27,8,1,10000,153702,10,1,0,0,0,100,0,1,2,70,30,0,0,0,1,6
253,25,MA,3,125.0143,11,1,8,5000,5000,10,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
253,25,MA,3,125.0143,15,7,5,4486,37766,8.8,1,0,0,0,100,0,1,2,90,10,0,0,0,4,10
253,25,MA,3,125.0143,11,15,4,15000,174925,10,1,0,0,0,100,0,1,2,100,0,0,0,0,1,11
253,25,MA,3,125.0143,11,15,3,6000,67000,6,5,0,0,100,0,0,2,7,-99,-99,-99,-99,-99,4,-99
253,25,MA,3,125.0143,-99,4,8,61800,261833,7,2,100,0,0,0,0,2,2,75,25,0,0,0,8,1
253,25,MA,3,125.0143,25,10,7,15000,91733,6,2,100,0,0,0,0,2,2,90,7,3,0,0,14,1
253,25,MA,3,125.0143,9,15,6,3000,39000,8.5,1,0,0,0,100,0,3,2,100,0,0,0,0,1,11
253,25,MA,3,125.0143,23,13,8,2403,162368,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,8,-99
253,25,MA,3,125.0143,19,12,6,17299,86128,0.5,1,0,0,0,100,0,1,2,100,0,0,0,0,8,5
253,25,MA,3,125.0143,27,6,1,10000,53816,8,1,0,0,10,90,0,1,2,100,0,0,0,0,4,6
253,25,MA,3,125.0143,16,17,4,20000,207017,7,1,0,0,5,95,0,2,2,75,20,5,0,0,6,6
253,25,MA,3,125.0143,23,6,4,30000,250717,6.5,1,0,0,0,100,0,2,2,80,20,0,0,0,8,14
253,25,MA,3,125.0143,24,11,4,1300,20000,10,1,0,0,0,100,0,1,3,0,100,0,0,0,6,9
253,25,MA,3,125.0143,27,13,1,5306,27000,15,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,4,14
253,25,MA,3,125.0143,16,7,2,22000,190000,15,1,0,0,5,95,0,1,2,60,30,0,0,0,6,6
253,25,MA,3,125.0143,27,4,3,24909,95560,-99,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,1,9
253,25,MA,3,125.0143,23,8,4,16086,130200,-99,4,0,0,0,0,100,-99,7,-99,-99,-99,-99,-99,6,2
253,25,MA,3,125.0143,11,17,2,2050,133059,10,1,0,0,0,100,0,2,3,0,100,0,0,0,6,-99
253,25,MA,3,125.0143,16,17,4,2600,224856,10,1,0,0,0,100,0,1,2,100,0,0,0,0,4,-99
253,25,MA,3,125.0143,11,3,9,20000,79595,1,1,0,0,0,100,0,1,2,100,0,0,0,0,8,11
253,25,MA,3,125.0143,-99,8,11,33339,287339,7,1,0,0,0,100,0,2,3,50,50,0,0,0,4,9
253,25,MA,3,125.0143,23,11,3,5000,233189,11,1,0,0,0,100,0,1,3,0,100,0,0,0,4,6
253,25,MA,3,125.0143,15,2,1,15000,40000,20,1,0,0,0,100,0,1,2,60,20,20,0,0,6,6
253,25,MA,3,125.0143,27,11,2,8123,183123,12.3,1,0,0,0,100,0,1,2,100,0,0,0,0,6,6
253,25,MA,3,125.0143,6,9,5,8550,165411,8.6,1,0,0,0,100,0,1,2,100,0,0,0,0,1,8
253,25,MA,3,125.0143,11,13,4,10000,102000,10,1,0,0,0,100,0,1,2,100,0,0,0,0,4,11
253,25,MA,3,125.0143,11,14,3,5000,35000,14,1,0,0,10,90,0,2,2,100,0,0,0,0,4,3
253,25,MA,3,125.0143,27,17,6,7375,290306,6.1,2,100,0,0,0,0,2,2,100,0,0,0,0,6,1
253,25,MA,3,125.0143,27,17,3,6244,230405,8.3,1,0,0,0,100,0,2,2,100,0,0,0,0,4,8
253,25,MA,3,125.0143,15,8,5,9711,70491,8.4,1,0,0,0,100,0,1,2,90,10,0,0,0,6,10
253,25,MA,3,125.0143,27,6,11,15000,94900,12.5,1,0,0,0,100,0,1,2,100,0,0,0,0,1,6
253,25,MA,3,125.0143,27,10,7,10357,152403,9.8,1,0,0,0,100,0,2,3,40,50,10,0,0,6,3
253,25,MA,3,125.0143,11,15,9,7619,104724,6.2,1,0,0,0,100,0,2,2,80,10,0,0,0,4,6
253,25,MA,3,125.0143,11,16,8,18000,370000,8.5,1,0,0,0,100,0,2,2,95,5,0,0,0,6,9
253,25,MA,3,125.0143,11,9,8,6000,265000,9,1,0,0,0,100,0,2,2,100,0,0,0,0,4,6
253,25,MA,3,125.0143,16,12,8,6797,68000,8,1,0,0,0,100,0,1,6,0,0,0,0,100,8,6
253,25,MA,3,125.0143,23,5,7,28280,103520,6.2,1,0,0,0,100,0,2,2,50,40,10,0,0,24,8
253,25,MA,3,125.0143,19,8,8,24000,114382,5.5,1,0,0,0,100,0,2,2,100,0,0,0,0,5,5
253,25,MA,3,125.0143,27,3,4,29095,107118,-99,2,100,0,0,0,0,1,2,90,10,0,0,0,5,1
253,25,MA,3,125.0143,12,15,7,6000,71436,-99,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,8,11
253,25,MA,3,125.0143,6,14,7,0,191478,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,8,-99
253,25,MA,3,125.0143,27,9,3,11557,182164,-99,2,100,0,0,0,0,1,2,90,10,0,0,0,1,1
253,25,MA,3,125.0143,11,9,2,1000,140000,10,1,0,0,0,100,0,1,2,100,0,0,0,0,4,11
253,25,MA,3,125.0143,25,3,8,22959,192924,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,5,-99
253,25,MA,3,125.0143,23,4,5,50000,152000,-99,3,0,100,0,0,0,2,2,50,50,0,0,0,23,1
253,25,MA,3,125.0143,4,13,2,8000,139000,-99,5,0,0,100,0,0,2,7,-99,-99,-99,-99,-99,4,-99
253,25,MA,3,125.0143,27,11,5,3123,156946,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,1,-99
253,25,MA,3,125.0143,23,4,7,19680,78714,-99,4,0,0,0,0,100,2,3,25,25,25,25,0,8,2
253,25,MA,3,125.0143,6,17,7,20000,112070,7,1,0,0,0,100,0,1,2,80,20,0,0,0,4,3
253,25,MA,3,125.0143,23,1,7,27200,38100,-99,1,0,0,0,100,0,1,3,0,40,30,30,0,23,7
253,25,MA,3,125.0143,11,13,4,5000,65241,10,1,0,0,0,100,0,1,2,100,0,0,0,0,4,14
253,25,MA,3,125.0143,23,9,7,2500,150000,10,1,0,0,0,100,0,1,2,100,0,0,0,0,4,7
253,25,MA,3,125.0143,15,2,6,17711,26510,7.7,1,0,0,0,100,0,1,2,90,10,0,0,0,6,10
253,25,MA,3,125.0143,27,15,2,11000,240000,10,1,0,0,0,100,0,-99,2,100,0,0,0,0,1,6
253,25,MA,3,125.0143,16,17,3,152000,1860922,-99,1,0,0,0,100,0,1,3,0,100,0,0,0,1,6
253,25,MA,3,125.0143,12,13,8,3000,150000,12,1,0,0,0,100,0,2,3,0,100,0,0,0,8,6
253,25,MA,3,125.0143,16,17,4,45000,300000,10,1,0,0,0,100,0,1,2,50,50,0,0,0,4,6
253,25,MA,3,125.0143,23,17,5,4800,109683,11,1,0,0,0,100,0,1,2,100,0,0,0,0,4,9
253,25,MA,3,125.0143,11,2,6,15000,30000,15,1,0,0,0,100,0,1,2,97,1,0,1,0,4,3
253,25,MA,3,125.0143,11,8,2,4560,45437,11.5,1,0,0,0,100,0,1,2,100,0,0,0,0,3,6
253,25,MA,3,125.0143,12,10,7,13086,229994,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,6,-99
253,25,MA,3,125.0143,11,16,3,15000,89000,13,1,0,0,0,100,0,1,2,100,0,0,0,0,4,11
253,25,MA,3,125.0143,27,10,1,16000,97427,18,1,0,0,0,100,0,1,2,90,5,0,5,0,23,9
253,25,MA,3,125.0143,11,4,1,12500,55000,12,1,0,0,0,100,0,1,2,100,0,0,0,0,6,11
253,25,MA,3,125.0143,24,6,8,52752,351641,-99,4,0,0,0,0,100,2,2,25,25,25,25,0,8,2
253,25,MA,3,125.0143,20,11,4,3600,37420,10.5,1,10,0,0,90,0,2,2,70,10,10,10,0,1,9
253,25,MA,3,125.0143,11,9,4,10000,93144,12,1,0,0,0,100,0,1,2,100,0,0,0,0,4,11
253,25,MA,3,125.0143,11,5,4,17449,82376,14.8,1,0,0,0,100,0,1,2,100,0,0,0,0,6,9
253,25,MA,3,125.0143,12,7,3,40000,185476,20,1,0,0,0,100,0,1,2,60,15,20,5,0,4,9
253,25,MA,3,125.0143,27,17,3,7000,135500,9,1,0,0,0,100,0,1,2,100,0,0,0,0,6,8
253,25,MA,3,125.0143,12,17,3,3536,183536,0.9,1,0,0,0,100,0,2,2,100,0,0,0,0,4,-99
253,25,MA,3,125.0143,19,10,9,60000,229994,8.5,1,0,0,0,100,0,2,2,100,0,0,0,0,8,5
253,25,MA,3,125.0143,6,11,7,16247,277247,6,1,0,0,0,100,0,2,2,95,5,0,0,0,4,8
253,25,MA,3,125.0143,19,16,10,5000,150000,10,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,4,9
253,25,MA,3,125.0143,27,4,3,18000,95560,11.8,1,0,0,0,100,0,1,2,75,25,0,0,0,5,8
253,25,MA,3,125.0143,23,14,6,10481,250000,6,1,0,0,0,100,0,2,2,75,10,10,5,0,8,8
253,25,MA,3,125.0143,23,5,3,3281,29973,9.6,1,0,0,0,100,0,1,2,90,10,0,0,0,6,10
253,25,MA,3,125.0143,11,16,4,500,51200,8,1,0,0,0,100,0,1,2,100,0,0,0,0,4,11
253,25,MA,3,125.0143,12,2,5,12000,22000,0.7,1,0,0,0,100,0,1,2,100,0,0,0,0,4,14
253,25,MA,3,125.0143,12,10,6,20000,93587,13,1,0,0,0,100,0,2,3,50,50,0,0,0,4,14
253,25,MA,3,125.0143,27,7,5,23615,146913,11.1,2,100,0,0,0,0,2,2,100,0,0,0,0,8,1
253,25,MA,3,125.0143,11,16,7,1322,19000,8,1,0,0,0,100,0,2,2,100,0,0,0,0,6,6
253,25,MA,3,125.0143,15,11,4,7774,120619,5.6,1,0,0,0,100,0,1,2,90,10,0,0,0,6,10
253,25,MA,3,125.0143,27,13,4,10000,20000,13,1,0,0,0,100,0,1,3,0,100,0,0,0,4,13
253,25,MA,3,125.0143,1,12,1,0,120490,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,4,-99
253,25,MA,3,125.0143,16,1,6,2000,2000,-99,1,0,0,0,100,0,1,2,100,0,0,0,0,4,6
253,25,MA,3,125.0143,27,6,5,4000,20000,14,1,0,0,0,100,0,-99,2,100,0,0,0,0,4,6
253,25,MA,3,125.0143,15,17,3,100,95768,-99,1,0,0,0,100,0,1,2,100,0,0,0,0,4,6
253,25,MA,3,125.0143,11,15,8,4029,13370,-99,1,0,0,0,100,0,1,2,100,0,0,0,0,8,14
253,25,MA,3,125.0143,12,8,5,13215,167912,14,4,0,0,0,0,100,2,2,80,20,0,0,0,4,2
253,25,MA,3,125.0143,27,17,4,4000,1600000,10,1,0,0,0,100,0,1,2,100,0,0,0,0,4,3
253,25,MA,3,125.0143,27,17,2,0,244506,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,6,-99
253,25,MA,3,125.0143,27,3,4,18185,71767,-99,2,100,0,0,0,0,1,2,90,10,0,0,0,5,1
253,25,MA,3,125.0143,12,15,8,12086,222157,-99,2,100,0,0,0,0,-99,7,-99,-99,-99,-99,-99,8,-99
253,25,MA,3,125.0143,16,17,6,2000,75000,7,1,0,0,0,100,0,2,2,100,0,0,0,0,1,6
253,25,MA,3,125.0143,27,17,3,0,245808,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,1,-99
253,25,MA,3,125.0143,11,4,6,18682,68000,12,1,0,0,0,100,0,1,2,90,10,0,0,0,4,6
253,25,MA,3,125.0143,27,17,6,21385,293277,7,2,100,0,0,0,0,2,2,100,0,0,0,0,6,1
253,25,MA,3,125.0143,16,3,6,45000,125000,8.5,1,0,0,0,100,0,1,2,60,30,10,0,0,4,14
253,25,MA,3,125.0143,27,4,2,4804,25360,-99,1,0,0,0,100,0,1,2,90,10,0,0,0,1,14
253,25,MA,3,125.0143,23,5,7,28296,148553,-99,4,0,0,0,0,100,2,2,25,25,25,25,0,8,2
253,25,MA,3,125.0143,27,1,4,22210,29612,14,1,0,0,0,100,0,1,2,50,50,0,0,0,5,14
253,25,MA,3,125.0143,25,10,8,45577,458004,7.7,2,100,0,0,0,0,2,4,8,20,70,2,0,24,1
253,25,MA,3,125.0143,23,3,7,13000,30000,10,1,0,0,0,100,0,1,2,90,10,0,0,0,4,13
253,25,MA,3,125.0143,23,10,3,8000,106074,15,1,0,0,0,100,0,1,2,95,5,0,0,0,1,6
253,25,MA,3,125.0143,12,12,7,7000,84000,15,3,0,100,0,0,0,-99,2,100,0,0,0,0,1,-99
253,25,MA,3,125.0143,27,5,4,12559,95808,-99,2,100,0,0,0,0,1,2,90,10,0,0,0,5,1
253,25,MA,3,125.0143,23,2,7,18000,30187,8,1,0,0,0,100,0,1,2,100,0,0,0,0,8,13
253,25,MA,3,125.0143,23,7,6,40000,278000,9.4,2,100,0,0,0,0,2,2,50,25,25,0,0,8,1
253,25,MA,3,125.0143,11,17,6,8201,219557,14.5,1,0,0,0,100,0,2,3,35,40,25,0,0,8,11
253,25,MA,3,125.0143,15,2,6,5000,11500,9,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
253,25,MA,3,125.0143,19,17,8,4500,97624,6.5,1,0,0,0,100,0,2,2,100,0,0,0,0,4,6
253,25,MA,3,125.0143,27,5,4,25105,84105,13.5,1,0,0,0,100,0,1,2,70,20,10,0,0,4,13
253,25,MA,3,125.0143,27,15,3,0,222157,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,6,-99
253,25,MA,3,125.0143,11,15,5,10000,42000,1.2,3,0,100,0,0,0,1,2,100,0,0,0,0,1,6
253,25,MA,3,125.0143,11,9,1,18000,146749,10,1,0,0,0,100,0,2,2,95,5,0,0,0,4,11
253,25,MA,3,125.0143,12,4,4,10000,30000,12,1,0,0,0,100,0,1,2,100,0,0,0,0,1,9
253,25,MA,3,125.0143,12,2,3,12000,13000,11,1,0,0,0,100,0,1,3,0,80,20,0,0,1,6
253,25,MA,3,125.0143,1,9,3,13668,79730,-99,4,0,0,0,0,100,2,2,25,25,25,25,0,3,2
253,25,MA,3,125.0143,15,11,7,6293,92253,6,1,0,0,0,100,0,1,2,90,10,0,0,0,4,10
253,25,MA,3,125.0143,28,3,4,22959,79595,-99,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,4,14
253,25,MA,3,125.0143,11,15,4,8000,130000,10,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
253,25,MA,3,125.0143,23,1,4,6000,8000,18.5,1,0,0,0,100,0,1,2,80,20,0,0,0,4,10
253,25,MA,3,125.0143,11,17,4,7326,151326,7,1,0,0,0,100,0,1,2,100,0,0,0,0,4,11
253,25,MA,3,125.0143,11,17,1,9617,152617,7,1,0,0,0,100,0,2,2,100,0,0,0,0,1,3
253,25,MA,3,125.0143,12,7,5,15600,84591,17,1,0,0,0,100,0,1,2,95,5,0,0,0,1,3
253,25,MA,3,125.0143,11,1,6,18000,36000,9,1,0,0,0,100,0,1,2,100,0,0,0,0,4,6
253,25,MA,3,125.0143,11,8,4,10000,60000,10,1,0,0,0,100,0,2,6,0,0,0,0,100,3,6
253,25,MA,3,125.0143,11,17,2,1500,40000,12,1,0,0,0,100,0,1,1,50,0,0,0,0,6,14
253,25,MA,3,125.0143,23,8,6,16086,68000,10,1,0,0,0,100,0,2,2,100,0,0,0,0,8,8
253,25,MA,3,125.0143,23,7,8,38000,105597,-99,1,0,0,0,100,0,2,2,50,25,25,0,0,5,9
253,25,MA,3,125.0143,27,6,4,50000,290000,8,1,0,0,0,100,0,1,3,0,100,0,0,0,4,8
253,25,MA,3,125.0143,20,16,4,15000,1244534,8,3,0,100,0,0,0,2,2,80,20,0,0,0,4,1
253,25,MA,3,125.0143,1,17,3,600,131217,-99,1,0,0,2,98,0,2,2,90,0,0,0,0,4,11
253,25,MA,3,125.0143,11,14,3,3000,71000,12,1,0,0,49,51,0,1,2,98,1,1,0,0,4,3
253,25,MA,3,125.0143,27,17,2,4000,150000,10.5,1,0,0,5,95,0,1,2,95,5,0,0,0,4,9
253,25,MA,3,125.0143,19,17,8,1000,72000,10,1,0,0,0,100,0,2,2,100,0,0,0,0,6,11
253,25,MA,3,125.0143,16,17,2,3385,126520,-99,1,0,0,0,100,0,1,2,100,0,0,0,0,1,5
253,25,MA,3,125.0143,23,8,4,16086,130200,-99,4,0,0,0,0,100,-99,7,-99,-99,-99,-99,-99,6,2
253,25,MA,3,125.0143,28,5,2,12721,98562,14.2,5,0,0,100,0,0,1,6,48,0,0,0,50,6,-99
253,25,MA,3,125.0143,11,15,4,2000,58000,-99,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,4,-99
253,25,MA,3,125.0143,11,17,3,8500,169340,10,1,0,0,0,100,0,2,2,100,0,0,0,0,4,11
253,25,MA,3,125.0143,16,17,2,500,105673,7,1,0,0,0,100,0,2,2,100,0,0,0,0,4,-99
253,25,MA,3,125.0143,11,17,9,20,93472,10,1,0,0,0,100,0,2,2,100,0,0,0,0,12,6
253,25,MA,3,125.0143,25,1,7,60000,62503,10,1,0,0,0,100,0,1,4,25,25,50,0,0,5,8
253,25,MA,3,125.0143,27,8,4,15000,110888,8,1,0,0,0,100,0,1,2,100,0,0,0,0,4,6
253,25,MA,3,125.0143,11,2,3,5000,10000,-99,1,0,0,0,100,0,1,2,100,0,0,0,0,4,11
253,25,MA,3,125.0143,11,2,5,12000,16000,16,1,0,0,0,100,0,1,2,100,0,0,0,0,1,11
253,25,MA,3,125.0143,19,13,8,4000,165610,9,1,0,0,0,100,0,1,3,0,100,0,0,0,8,5
253,25,MA,3,125.0143,15,5,4,4536,15681,4.3,1,0,0,0,100,0,1,2,90,10,0,0,0,6,10
253,25,MA,3,125.0143,12,8,8,14919,264077,10,1,0,0,0,100,0,2,2,80,20,0,0,0,5,6
253,25,MA,3,125.0143,11,14,3,1000,26000,-99,1,0,0,0,90,10,-99,2,100,0,0,0,0,6,-99
253,25,MA,3,125.0143,11,17,5,8190,273440,15,3,0,70,30,0,0,2,2,100,0,0,0,0,4,11
253,25,MA,3,125.0143,12,9,4,10000,1000000,0.7,1,0,0,0,100,0,2,2,100,0,0,0,0,3,6
253,25,MA,3,125.0143,27,15,7,19816,205858,8.3,2,100,0,0,0,0,2,2,100,0,0,0,0,6,1
253,25,MA,3,125.0143,27,6,2,13702,122278,6.8,2,100,0,0,0,0,1,2,100,0,0,0,0,4,1
253,25,MA,3,125.0143,15,8,5,8722,61802,9,1,0,0,0,100,0,1,2,90,10,0,0,0,6,10
253,25,MA,3,125.0143,25,17,2,3000,158441,15,1,0,0,0,100,0,1,2,100,0,0,0,0,1,13
253,25,MA,3,125.0143,15,17,7,1000,177342,5,1,0,0,0,100,0,2,2,100,0,0,0,0,4,6
253,25,MA,3,125.0143,11,17,7,12000,122000,7,1,0,0,0,100,0,2,2,100,0,0,0,0,6,6
253,25,MA,3,125.0143,12,17,3,1000,11200,12,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,4,-99
253,25,MA,3,125.0143,15,17,4,2620,84560,10.5,1,0,0,0,100,0,2,3,0,100,0,0,0,1,6
253,25,MA,3,125.0143,12,17,2,4293,239426,5,1,0,0,0,100,0,2,2,100,0,0,0,0,6,12
253,25,MA,3,125.0143,27,9,4,8063,107000,10,1,0,0,0,100,0,1,2,100,0,0,0,0,1,6
253,25,MA,3,125.0143,27,6,4,26475,148866,-99,2,100,0,0,0,0,1,2,90,10,0,0,0,5,1
253,25,MA,3,125.0143,27,2,7,29012,67242,-99,4,0,0,0,0,100,2,2,100,0,0,0,0,8,2
253,25,MA,3,125.0143,6,14,7,9317,191478,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,8,-99
253,25,MA,3,125.0143,27,17,3,5000,220000,10,1,0,0,0,100,0,1,2,100,0,0,0,0,1,13
253,25,MA,3,125.0143,12,5,5,35000,174200,8,1,0,0,0,100,0,2,2,90,10,0,0,0,24,7
253,25,MA,3,125.0143,20,17,3,4173,132173,10,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,1,9
253,25,MA,3,125.0143,27,5,3,35000,109000,9,3,0,100,0,0,0,1,3,50,50,0,0,0,4,9
253,25,MA,3,125.0143,23,17,7,500,43279,12.5,1,0,0,0,100,0,2,2,100,0,0,0,0,4,6
253,25,MA,3,125.0143,23,17,6,5000,90000,11,1,0,0,0,100,0,2,3,50,50,0,0,0,6,9
253,25,MA,3,125.0143,25,2,8,4076,67242,-99,1,0,0,0,100,0,1,4,30,30,40,0,0,23,9
253,25,MA,3,125.0143,23,8,5,32000,257554,5,1,0,0,0,100,0,1,3,25,50,25,0,0,14,9
253,25,MA,3,125.0143,25,5,5,70000,178286,-99,1,0,0,0,100,0,2,4,25,0,75,0,0,4,3
253,25,MA,3,125.0143,15,2,6,13232,18232,7.6,1,0,0,0,100,0,1,2,90,10,0,0,0,6,10
253,25,MA,3,125.0143,11,17,4,1000,70000,8,1,0,0,0,100,0,1,2,100,0,0,0,0,4,11
253,25,MA,3,125.0143,11,17,5,500,20788,11,1,0,0,0,100,0,2,2,100,0,0,0,0,6,12
253,25,MA,3,125.0143,11,4,4,6943,26247,14.4,1,0,8,2,90,0,2,2,75,12,10,0,0,4,11
253,25,MA,3,125.0143,12,15,1,2000,40000,20,1,0,0,0,100,0,2,2,100,0,0,0,0,18,3
253,25,MA,3,125.0143,11,8,4,8000,75000,13.5,1,0,0,0,100,0,1,2,90,0,0,0,0,6,3
253,25,MA,3,125.0143,27,16,1,2981,361012,9.9,1,0,0,0,100,0,1,2,75,25,0,0,0,6,14
253,25,MA,3,125.0143,12,15,1,12086,222157,-99,3,0,85,5,10,0,1,7,-99,-99,-99,-99,-99,6,1
253,25,MA,3,125.0143,23,6,8,22860,154282,-99,4,0,0,0,0,100,2,2,25,25,25,25,0,8,2
253,25,MA,3,125.0143,12,8,3,12500,130200,-99,1,0,0,0,100,0,1,2,90,10,0,0,0,3,6
253,25,MA,3,125.0143,27,17,3,35000,390000,7,1,0,0,0,100,0,1,2,100,0,0,0,0,1,13
253,25,MA,3,125.0143,11,17,4,5000,110000,10,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,4,3
253,25,MA,3,125.0143,11,17,2,8000,150000,9,1,0,0,0,100,0,2,2,100,0,0,0,0,6,6
253,25,MA,3,125.0143,15,4,10,10770,37269,3.2,1,0,0,0,100,0,2,2,100,0,0,0,0,6,3
253,25,MA,3,125.0143,11,6,3,15817,59000,10,1,0,0,10,90,0,1,2,75,25,0,0,0,6,11
253,25,MA,3,125.0143,19,17,8,2000,81807,12,1,0,0,0,100,0,2,2,60,0,0,0,0,1,6
253,25,MA,3,125.0143,23,4,3,5423,21376,-99,1,0,0,0,100,0,1,2,90,10,0,0,0,6,10
253,25,MA,3,125.0143,12,8,3,6000,45660,15,1,0,0,0,100,0,1,3,0,100,0,0,0,1,11
253,25,MA,3,125.0143,19,1,6,12000,18500,7,1,0,0,0,100,0,1,2,100,0,0,0,0,4,5
253,25,MA,3,125.0143,28,3,7,22959,79595,-99,4,0,0,0,0,100,-99,7,-99,-99,-99,-99,-99,24,-99
253,25,MA,3,125.0143,27,17,4,5302,400291,9.4,2,100,0,0,0,0,2,2,100,0,0,0,0,6,1
253,25,MA,3,125.0143,12,4,4,6000,46000,15,1,0,0,5,95,0,2,2,100,0,0,0,0,3,6
253,25,MA,3,125.0143,28,5,4,15000,70000,16,5,0,0,100,0,0,1,2,95,0,0,5,0,6,-99
253,25,MA,3,125.0143,15,11,4,5668,111515,6.9,1,0,0,0,100,0,1,2,90,10,0,0,0,6,10
253,25,MA,3,125.0143,11,16,4,4000,131000,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,4,6
253,25,MA,3,125.0143,11,1,4,15000,15000,14,1,0,0,0,100,0,1,2,100,0,0,0,0,4,11
253,25,MA,3,125.0143,12,14,3,12000,183000,9,1,0,0,0,100,0,1,2,75,15,10,0,0,1,8
